name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
LLMutex::lock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|49|1739020|0.000065|19082|91|14|11061|208.071325
"gi - mouse queue"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2371|8260|0.000000|172|48|40|86|272.841041
LLViewerTextureList::updateImages|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|810|199477|0.000007|173|1153|773|2083|2151084.289055
LLSpatialGroup::handleChildAddition|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|816|998765|0.000037|908|1099|275|4318|734.735467
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12080|8777|0.000000|96|91|29|328|51.383286
LLGLDepthTest::LLGLDepthTest|E:\BoxxyViewer\indra\llrender\llgl.cpp|2792|2883890|0.000107|39106|73|6|8148|148.369439
LLTextureFetch::getPending|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2917|28386|0.000001|344|82|44|397|592.829943
LLMaterial::getHash|E:\BoxxyViewer\indra\llprimitive\llmaterial.cpp|470|87016|0.000003|2672|32|10|1106|78.514622
LLVOVolume::genBBoxes|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1913|450320|0.000017|1544|291|27|3812|5154.193900
LLHandMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llhandmotion.cpp|124|1503272|0.000056|2800|536|260|6204|241.474117
LLDrawPoolTerrain::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|137|780089|0.000029|345|2261|27|95250|13090.677197
"llvfcuccm - generate indices"|E:\BoxxyViewer\indra\llmath\llvolume.cpp|6433|521|0.000000|8|65|44|149|115.865686
"tgd - do bump"|E:\BoxxyViewer\indra\newview\llface.cpp|1955|3546|0.000000|4|886|783|1047|120.212312
LLDrawPoolBump::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|543|394221|0.000015|578|682|223|2271|4465.352097
LLPerfStats::RecordTime<0>::RecordTime|E:\BoxxyViewer\indra\newview\llperfstats.h|318|33037|0.000001|1721|19|5|632|23.387410
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1249|3182|0.000000|17|187|7|524|144.191496
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2013|2273|0.000000|16|142|7|298|63.826327
LLTextBase::appendTextImpl|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2446|1051829|0.000039|312|3371|1938|23085|3850.296821
LLView::findChildView|E:\BoxxyViewer\indra\llui\llview.cpp|1650|108616446|0.004043|1979224|54|5|221903|10974.141805
LLUIImage::draw|E:\BoxxyViewer\indra\llrender\lluiimage.inl|44|7823371|0.000291|23392|334|48|51427|556.578270
"lllog"|E:\BoxxyViewer\indra\newview\pipeline.cpp|11486|9857|0.000000|261|37|6|757|48.599145
"lllog"|E:\BoxxyViewer\indra\llmessage\llhttpnode.cpp|258|3274|0.000000|46|71|7|252|67.232928
LLPipeline::updateMoveNormalAsync|E:\BoxxyViewer\indra\newview\pipeline.cpp|2121|1894471|0.000071|10764|176|18|9588|1308.973755
calc_light_dist|E:\BoxxyViewer\indra\newview\pipeline.cpp|5613|3256944|0.000121|87054|37|6|25605|115.032689
LLMaterialMgr::onIdle|E:\BoxxyViewer\indra\newview\llmaterialmgr.cpp|576|252250|0.000009|172|1466|1040|2921|336.142653
LLGLSLShader::uniformMatrix3x4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1678|49667663|0.001849|310387|160|9|60385|251.170814
LLTextureFetch::update|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2996|187903|0.000007|172|1092|174|32848|6694.819966
LLPerfStats::updateClass|E:\BoxxyViewer\indra\newview\llperfstats.cpp|290|42629|0.000002|172|247|145|859|25242.622323
LLCore::HttpService::processRequestQueue|E:\BoxxyViewer\indra\llcorehttp\_httpservice.cpp|340|346646429|0.012902|1726|200838|130|33599764|2054813.762339
LLFace::calcPixelArea|E:\BoxxyViewer\indra\newview\llface.cpp|2288|71784294|0.002672|460064|156|11|42151|948.721169
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|122287|0.000005|344|355|49|1261|160.851116
LLVOPartGroup::updateGeometry|E:\BoxxyViewer\indra\newview\llvopartgroup.cpp|218|21516402|0.000801|3684|5840|318|71535|11025.774003
LLTrace::PeriodicRecording::getPeriodMeanPerSec|E:\BoxxyViewer\indra\llcommon\lltracerecording.h|574|25672|0.000001|518|49|12|749|3406.544622
"clear max/sum"|E:\BoxxyViewer\indra\newview\llperfstats.cpp|228|5393|0.000000|172|31|22|203|23.563898
"getGeometryVolume - normal"|E:\BoxxyViewer\indra\newview\llface.cpp|2056|3977647|0.000148|5268|755|17|165469|5375.223976
LL::WorkQueueBase::runPending|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|97|37510|0.000001|111|337|137|2018|1135.162151
LLViewerFetchedTexture::processTextureStats|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1728|157610|0.000006|4165|37|5|971|145.507534
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5394|14078|0.000001|111|126|41|325|67.500034
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|1912313|0.000071|3622|527|32|102527|1741.141517
LLViewerTexture::addTextureStats|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|872|2394306|0.000089|55078|43|5|2967|102.835504
LLViewerTexture::reorganizeFaceList|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1002|472921|0.000018|44982|10|6|7944|47.691137
LLViewerObject::markDead|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|425|59848|0.000002|42|1424|238|2203|16455.641871
LLDrawPoolAvatar::endPostDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|246|288706|0.000011|868|332|260|2423|495.575869
"cglt - late setImage"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1692|1963|0.000000|14|140|16|269|12401.782183
LLDrawPoolAlphaMask::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|118|66136|0.000002|578|114|40|2099|21530.990524
LLSD::operator []|E:\BoxxyViewer\indra\llcommon\llsd.cpp|1192|164345|0.000006|823|199|6|1317|214.480127
LLViewerLODTexture::processTextureStats|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|3188|2178665|0.000081|43932|49|16|13411|157.424791
LLPipeline::stateSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3198|118556690|0.004413|1290|91904|123|749165|806149.079640
LLEnvironment::updateGLVariablesForSettings|E:\BoxxyViewer\indra\newview\llenvironment.cpp|1708|282287|0.000011|690|409|168|1385|2634.124791
"ggv - texgen 1"|E:\BoxxyViewer\indra\newview\llface.cpp|1717|1049891|0.000039|1929|544|9|84517|4056.564667
LLDrawable::setNumFacesFast|E:\BoxxyViewer\indra\newview\lldrawable.cpp|440|161165|0.000006|168|959|149|2516|3621.896923
LLGLSLShader::uniform4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1978|321855|0.000012|4702|68|11|2682|82.229173
LLQueuedThread::processRequest|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|435|139795|0.000005|227|615|63|2264|346756.413351
"voiceConnectionCoroLoop"|E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp|626|1992388|0.000074|43|46334|17873|96704|13820.532107
LL::WorkQueueBase::postTo|E:\BoxxyViewer\indra\llcommon\workqueue.h|502|650|0.000000|1|650|650|650|0.000000
LLViewerRegion::updateReflectionProbes|E:\BoxxyViewer\indra\newview\llviewerregion.cpp|1277|292351|0.000011|173|1689|1144|13543|953.105591
llsd_equals|E:\BoxxyViewer\indra\llcommon\llsdutil.cpp|770|55561|0.000002|218|254|10|667|91.588616
gen_buffer|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|263|5923|0.000000|106|55|7|355|60.303755
LLFace::calcImportanceToCamera|E:\BoxxyViewer\indra\newview\llface.cpp|2488|17293810|0.000644|448749|38|5|33064|69.444537
LLPipeline::setupHWLights|E:\BoxxyViewer\indra\newview\pipeline.cpp|5825|3123507|0.000116|1990|1569|45|10643|1426.111848
ms_sleep|E:\BoxxyViewer\indra\llcommon\lltimer.cpp|112|281166|0.000010|1817|154|35|6162|47196481.757547
"Class"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|858|28344|0.000001|173|163|121|809|5216.890815
LLScopedLock::unlock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|422|3486|0.000000|98|35|6|317|52.482299
LLViewerWindow::updateLayout|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|3993|1390115|0.000052|172|8082|6112|38879|3437.397036
"getGeometryVolume - tcoord"|E:\BoxxyViewer\indra\newview\llface.cpp|1592|282019|0.000010|4718|59|22|1474|5010.765681
"df processMiscNativeEvents"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1385|30763|0.000001|172|178|158|1399|2116409.946495
LLVolumeImplFlexible::updateClass|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|95|2573326|0.000096|173|14874|9603|38755|12875.038597
"lllog"|E:\BoxxyViewer\indra\llmessage\message.cpp|2389|1246|0.000000|23|54|36|143|24.338522
"tfwdw - DONE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1931|3241|0.000000|18|180|25|471|134.229610
LLHUDNameTag::renderText|E:\BoxxyViewer\indra\newview\llhudnametag.cpp|246|6760893|0.000252|7224|935|273|83233|33247.643381
LLViewerFetchedTexture::addToCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1400|3531|0.000000|14|252|26|860|1214.992719
"deferred poolrender"|E:\BoxxyViewer\indra\newview\pipeline.cpp|4294|3065552|0.000114|7772|394|23|11682|513674.284286
"tfwdw - DECODE_IMAGE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1743|29527|0.000001|18|1640|275|3005|4064.724562
FTM_PROCESS_OBJECTS|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|399|4348759|0.000162|220|19767|1795|140841|36579.309693
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2576|27185|0.000001|3406|7|6|687|14.322579
LLStringUtilBase<char>::format|E:\BoxxyViewer\indra\llcommon\llstring.cpp|1740|9553|0.000000|2|4776|2541|7012|10765.764998
"rebuildMesh - flush"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6507|41208|0.000002|742|55|13|798|96906.392296
"glTexImage2D"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1455|46333|0.000002|35|1323|203|2851|6055.237946
LLPolyMorphTarget::apply|E:\BoxxyViewer\indra\llappearance\llpolymorph.cpp|549|5419668|0.000202|2965|1827|490|75132|1628.967255
LLWindowWin32::updateCursor|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2262|6988|0.000000|172|40|34|117|16.110728
micro_sleep|E:\BoxxyViewer\indra\llcommon\lltimer.cpp|94|10475327641|0.389881|1817|5765177|2008331|1000967359|46842846.387890
LLTextureCacheRemoteWorker::doWrite|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|536|5947690|0.000221|16|371730|126407|728984|1083375.703949
"gi - PeekMessage"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2341|4115141|0.000153|172|23925|5423|652181|72400.595757
LLGLSLShader::uniform3f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1390|865459|0.000032|60321|14|8|12628|60.931756
LLVOAvatar::renderSkinned|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|5540|19327220|0.000719|27992|690|101|61772|1408.125369
LLDrawPoolAvatar::beginShadowPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|281|616396|0.000023|6144|100|23|940|178.862592
update_statistics|E:\BoxxyViewer\indra\newview\llviewerstats.cpp|463|1199498|0.000045|172|6973|5386|24831|26335.498983
"GPU Collect"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|4111|3955|0.000000|172|22|20|167|12.039166
"mwp - DefWindowProc"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|3621|107582|0.000004|117|919|154|27191|3236.394078
LLVolumeImplFlexible::doFlexibleUpdate|E:\BoxxyViewer\indra\newview\llflexibleobject.cpp|431|26643|0.000001|37|720|310|2277|433.805384
LLFace::init|E:\BoxxyViewer\indra\newview\llface.cpp|125|47309|0.000002|1753|26|11|874|44.977233
LLCore::HttpOpRequest::setupGetByteRange|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|328|4815|0.000000|20|240|52|873|481.055637
"lllog"|E:\BoxxyViewer\indra\llmessage\llcoproceduremanager.cpp|486|1742|0.000000|27|64|6|312|90.306742
LLTextureCache::writeToFastCache|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|2088|311027|0.000012|2|155513|105212|205815|72158.225948
LLGLSLShader::uniformMatrix3fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1657|2716189|0.000101|143282|18|6|8579|46.466153
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginmessagepipe.cpp|325|61441|0.000002|818|75|6|4112|169.592272
LLPipeline::renderDebug|E:\BoxxyViewer\indra\newview\pipeline.cpp|4502|429416|0.000016|866|495|32|16119|743.279428
"lllog"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2371|489|0.000000|8|61|8|120|43.446190
"vbo cache timeout"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|551|810658|0.000030|40|20266|192|167376|35786.571588
LLSettingsBlenderTimeDelta::applyTimeDelta|E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp|803|59874|0.000002|346|173|25|906|31697.655936
LLTextBase::appendText|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2552|15081|0.000001|332|45|12|3716|5334.492488
LLBumpImageList::onSourceUpdated|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|870|77494|0.000003|16|4843|1333|9186|3112.442856
LLViewerObjectList::killObject|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1335|12849|0.000000|42|305|109|880|17879.619130
LLKeyframeMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframemotion.cpp|686|113554370|0.004226|23728|4785|168|99852|8043.150229
LLDrawPoolFullbrightAlphaMask::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|186|148969|0.000006|1011|147|73|1052|12277.404998
"w32t - GetMessage"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5577|5154228452|0.191835|110|46856622|42277183|51235151|1887728.119803
LLViewerRegion::applyCacheMiscExtras|E:\BoxxyViewer\indra\newview\llviewerregion.cpp|3882|498264|0.000019|4888|101|7|1635|148.666749
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|493|831|0.000000|5|166|115|350|102.887074
"getGeometryVolume - texgen"|E:\BoxxyViewer\indra\newview\llface.cpp|1712|162178|0.000006|3497|46|14|7236|3049.008881
"Exact OIT conditional fallback submission"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1588|1322410|0.000049|172|7688|4358|23054|1293948.401907
"df resumeMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1477|194122|0.000007|173|1122|663|3009|457.025736
LLSpatialPartition::rebuildGeom|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|357|55280|0.000002|1235|44|7|925|72.515521
LLVolumeGeometryManager::rebuildMesh|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6438|2681705|0.000100|299748|8|6|3138|4845.407762
LLPipeline::resetDrawOrders|E:\BoxxyViewer\indra\newview\pipeline.cpp|5506|5712350|0.000213|1290|4428|868|32294|2343.658083
LLSpatialPartition::remove|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|956|67672|0.000003|1356|49|14|859|5050.551636
LLFontWidthBuffer::getWidth|E:\BoxxyViewer\indra\llrender\llfontvertexbuffer.cpp|273|1339489|0.000050|19382|69|6|2548|405.782178
"doOcclusion - push"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1230|6334325|0.000236|45099|140|49|7194|264.493958
LLDrawPoolMaterials::endDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolmaterials.cpp|98|340401|0.000013|13872|24|13|26186|231.036024
LLDefaultVBOPool::free|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|493|3734514|0.000139|23705|157|66|37247|4911.294043
"renderDeferredLighting - soften shadow"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8695|368841|0.000014|173|2132|1654|4044|6753.857398
LLTrace::Recording::handleStop|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|141|254015|0.000009|172|1476|1153|2391|15836.816187
LLDrawable::makeStatic|E:\BoxxyViewer\indra\newview\lldrawable.cpp|564|4087830|0.000152|55440|73|5|6272|58.860996
draw_ui_backdrop|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1693|122791101|0.004570|172|713901|29434|1410177|240888.512741
LLSpatialPartition::move|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|973|6805524|0.000253|116863|58|13|114111|2335.683707
LLViewerMediaImpl::calculateInterest|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|3751|366625|0.000014|688|532|68|3840|1962.651860
FTM_UI_STRING|E:\BoxxyViewer\indra\llui\lluistring.cpp|128|109280|0.000004|63|1734|33|5534|1564.829245
LLFolderView::update|E:\BoxxyViewer\indra\llui\llfolderview.cpp|1734|1036386|0.000039|521|1989|610|8716|4995.771320
LLImageGL::deleteTextures|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1299|2148|0.000000|13|165|9|257|85.580858
LLPipeline::clearReferences|E:\BoxxyViewer\indra\newview\pipeline.cpp|2296|14980|0.000001|344|43|12|284|29.520957
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::size|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|555|65254|0.000002|1892|34|21|1515|51.135059
gl_segmented_rect_3d_tex|E:\BoxxyViewer\indra\llrender\llrender2dutils.cpp|1566|3543085|0.000132|14276|248|187|133409|1139.031442
LLDrawPoolBump::bindBumpMap|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|445|98847|0.000004|560|176|23|1166|1137.764061
LLFace::dirtyTexture|E:\BoxxyViewer\indra\newview\llface.cpp|315|1269|0.000000|4|317|121|870|368.655666
LLGLSLShader::unbind|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1112|1278387|0.000048|39429|32|11|6420|60.386918
"renderDeferredLighting - atmospherics"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8772|346537|0.000013|345|1004|640|7629|11885.314626
LLDrawPoolBump::renderBump|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|518|459406|0.000017|1850|248|75|1440|472.383249
"rmmun - clear"|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|1064|28069|0.000001|24|1169|599|3561|661.531918
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|7210|4689|0.000000|48|97|6|167|39.777306
"stateSort"|E:\BoxxyViewer\indra\newview\pipeline.cpp|3304|2130811|0.000079|1290|1651|22|25798|61723.568305
"tcwfw - read fail"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|745|800|0.000000|2|400|256|544|203.646753
LLEnvironment::DayInstance::applyTimeDelta|E:\BoxxyViewer\indra\newview\llenvironment.cpp|2673|107194|0.000004|173|619|487|1312|50408.221549
LLDrawable::addFace|E:\BoxxyViewer\indra\newview\lldrawable.cpp|317|308445|0.000011|1753|175|55|27878|717.234014
LLViewerObject::getAvatar|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|7688|37543255|0.001397|755438|49|5|63614|126.032437
LLTextureCache::readFromCache|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|1956|119342|0.000004|19|6281|778|78828|18845.346822
LLStopWatchControlsMixinCommon::start|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|927|15807|0.000001|172|91|73|866|9822.756310
"Exact OIT GPU scheduled finish"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1540|567523|0.000021|172|3299|2672|4981|2292195.534280
LLReflectionMapManager::updateUniforms|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|1101|2404610|0.000089|606|3968|1609|118994|7589.294023
"llvfcs - copy verts"|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7170|59469|0.000002|219|271|27|3902|490.784646
LLMotionController::updateMotionsByType|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|570|151920809|0.005654|8768|17326|8|240469|42514.183237
LLUIImageList::getUIImage|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1644|382604|0.000014|192|1992|79|3429|586.747901
LLSettingsVOSky::applySpecial|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|751|308431|0.000011|345|894|601|1915|182.319320
LLGLTFMaterial::getHash|E:\BoxxyViewer\indra\llprimitive\llgltfmaterial.cpp|865|1147|0.000000|5|229|63|484|198.695747
LLSettingsSky::updateSettings|E:\BoxxyViewer\indra\llinventory\llsettingssky.cpp|1122|91180|0.000003|173|527|357|1271|109.939862
"glBeginQuery"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1236|2052280|0.000076|45099|45|24|27374|175.978239
"shadow fullbright alpha masked"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9960|284046|0.000011|2048|138|54|754|8964.324998
"lllog"|E:\BoxxyViewer\indra\newview\llcontrolavatar.cpp|234|52821|0.000002|865|61|6|801|59.737970
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2023|15118|0.000001|397|38|6|370|73.318800
"w32t - Function Queue"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5594|63087|0.000002|111|568|181|29408|3190.525632
LLTrace::AccumulatorBufferGroup::append|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|105|125045|0.000005|1376|90|33|935|1646.984487
LLDrawPoolAlpha::renderAlpha|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|608|6890667|0.000256|2538|2714|18|53043|390294.752635
LL::WorkQueueBase::runUntil|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|117|482871|0.000018|1290|374|109|4628|5939.393319
"tfwdw - CACHE_POST"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1217|20343|0.000001|19|1070|115|3370|1116.077606
LLMutex::unlock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|81|862853|0.000032|24415|35|7|5063|69.199730
display_stats|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|242|80328|0.000003|172|467|270|1139|113.293853
FTM_REGION_UPDATE|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5541|26385|0.000001|173|152|110|826|11924.371545
"vb cache hit"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1608|8487675|0.000316|46552|182|17|5575|103.746343
"GLTF Materials Cleanup"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|875|835472|0.000031|173|4829|3322|6810|718.097713
LLGLSLShader::setMinimumAlpha|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|2035|4671315|0.000174|123058|37|12|8803|97.059241
LLImageGL::createGLTexture|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1624|26675|0.000001|14|1905|247|3214|13383.360355
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|550|281546|0.000010|1365|206|6|3003|200.739166
FTM_NETWORK|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5529|108443|0.000004|173|626|296|7643|1051.349938
FTM_AGENT_POSITION|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5470|963829|0.000036|172|5603|4497|9986|1771.313686
LLImageGL::analyzeAlphaData|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|2203|6631|0.000000|1|6631|6631|6631|0.000000
LLSDBinaryParser::doParse|E:\BoxxyViewer\indra\llcommon\llsdserialize.cpp|954|805562|0.000030|1945|414|53|27276|6585.559095
LLVOVolume::getBinRadius|E:\BoxxyViewer\indra\newview\llvovolume.cpp|4828|22853331|0.000851|140097|163|8|70454|377.341018
LLVOAvatar::calculateAttachmentComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11794|147170|0.000005|212|694|32|2738|65621.793224
LLTrace::AccumulatorBufferGroup::AccumulatorBufferGroup|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|41|6636|0.000000|344|19|6|34|5.125822
LLSharedMutex::lockExclusive|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|207|114358|0.000004|333|343|30|3422|650.798363
LLTextureCacheWorker::endWork|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|764|2959|0.000000|35|84|8|334|92.920111
LLPerfStats::StatsRecorder::processUpdate|E:\BoxxyViewer\indra\newview\llperfstats.h|241|120574|0.000004|1893|63|13|844|484.822623
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1644|524286|0.000020|48782|10|6|5229|26.953000
"Exact OIT queue stats"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1277|1921589|0.000072|172|11172|2448|702569|60472.702911
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|14398|0.000001|688|20|6|646|26.863773
LLVOVolume::updateRiggedVolume|E:\BoxxyViewer\indra\newview\llvovolume.cpp|5218|2322002|0.000086|43622|53|5|952|74.398076
LLFace::getTextureVirtualSize|E:\BoxxyViewer\indra\newview\llface.cpp|2227|12339560|0.000459|104434|118|8|7698|1009.923924
LLVOAvatar::processAnimationStateChanges|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6369|6084675|0.000226|200|30423|323|187173|27720.261400
LLCore::HttpOpRequest::headerCallback|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|875|310024|0.000012|457|678|58|17919|1429.934339
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|253943|0.000009|237|1071|70|37728|2400.995521
"world update"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5578|20077|0.000001|173|116|45|544|155234.284652
LLTextureFetchWorker::endWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2066|367714|0.000014|14|26265|1655|42568|14468.628474
LLGLSLShader::bindTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1138|30500102|0.001135|1442553|21|6|94922|211.563325
process_object_animation|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4129|28067|0.000001|3|9355|8217|11040|147990.360255
LLCore::HttpRequest::requestGetByteRange|E:\BoxxyViewer\indra\llcorehttp\httprequest.cpp|219|77861|0.000003|20|3893|806|11048|2797.200113
LLImageJ2C::decodeChannels|E:\BoxxyViewer\indra\llimage\llimagej2c.cpp|158|46061306|0.001714|18|2558961|305923|5992587|1948197.404144
LLViewerDynamicTexture::updateAllInstances|E:\BoxxyViewer\indra\newview\lldynamictexture.cpp|186|1576314|0.000059|173|9111|7149|56349|5019.920166
"Autopilot"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5315|92161|0.000003|172|535|401|1244|164.397980
LLWindowWin32::mainWindowProc|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2393|64938|0.000002|117|555|356|1060|4123.196533
